Test,trackAuthorityType,rWOrOtWorker,at,box1TrackAuthorityNumber,box1Validate,box2ProceedFrom,box2Fsw,box2To1,box2Track1,box2To1HoldClearMain,box2To2,box2Track2,box2To2HoldClearMain,box2To3,box2Track3,box2To3HoldClearMain,box2Validate,box3WorkBetweenFrom,box3FromCP,box3To,box3ToCP,box3Track1,box3Track2,box3Track3,box3Track4,box3Track5,box3Validate,box4ProceedFrom,box4Fsw,box4To1,box4Track1,box4To1HoldClearMain,box4To2,box4Track2,box4To2HoldClearMain,box4To3,box4Track3,box4To3HoldClearMain,box4Validate,box5UntilInMinutes,box5Validate,box6EngineSeed1,box6EngineSeed2,box6EngineSeed3,box6Validate,box7,box7Validate,box8EngineSeed1,box8EngineSeed2,box8EngineSeed3,box8Validate,box9,box9Validate,box10Between1,box10Between2,box10Validate,box11StopShort,box11Track,box11Validate,box12RWIC1,box12Between1,box12And1,box12Track1,box12RWIC2,box12Between2,box12And2,box12Track2,box12RWIC3,box12Between3,box12And3,box12Track3,box12Validate,box13SubdivideLimits,box13AutomaticInstructions,box13ManualInstructions,box13Validate,issueAuthorityCopiedBy,issueAuthorityRelayingEmployee,issueAuthorityAt,issueAuthorityPTCVoice,expectedFeedback,pressIssue,completeAuthorityIssue,box8Engine3Direction,box6Engine3Direction,box8Engine2Direction,box6Engine2Direction,box8Engine1Direction,box6Engine1Direction,box6At,zones,box13SubdividedLimitsText,box13BetweenSide,box13AndSide,limitsDoNotAdjoin,rwicUser,zonesSelect
FQ.08.01.01.001.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.001.H,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.001.F,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.003.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.003.C,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.003.E,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.004.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.30.004.B,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.36.001,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.36.003,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.11.36.005,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.001.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.001.B,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.001.E,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.002.B,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.003.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.004,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.004.C,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.004.D,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.005.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.005.B,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
EE.05.06.008,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.05.06.007,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
EE.05.06.016,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
EE.05.06.010.A,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
EE.05.06.011,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
FQ.19.01.001,TE,,Battelle,,FALSE,Battelle,FALSE,Attalla,MAIN,,,,,,,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,,,,,,,,,FALSE,120,FALSE,,,,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,AUTOMATION,AUTOMATION,Battelle,FALSE,,TRUE,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,NS 9989,FALSE
