Message_Id,Message_Version,Field_Name,Parent_Field,Field_Units,Min_Field_Size,Max_Field_Size,Field_Range,Mandatory,Number_Of_Fields,Optional_Description,Message_Type,Customer,Direction,STEName
CD-EA01,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-EA01,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-EA01,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EA01,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EA01,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-EA01,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EA01,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-EA01,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-EA01,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EA01,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-EA01,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-EA01,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-EA01,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EA01,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EA01,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-EA01,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EA01,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-EA01,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EA01,7,CONTENT,CD-EA01,,,,,Y,,,PTC,,,
CD-EA01,7,SCAC,CONTENT,Alphabetic,1,4,,N,,,PTC,,,
CD-EA01,7,SYMBOL,CONTENT,Alphanumeric,1,10,,N,,,PTC,,,
CD-EA01,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-EA01,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,N,,,PTC,,,
CD-EA01,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-EA01,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-EA01,7,APPLICATION_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-EA01,7,APPLICATION_TIME,CONTENT,Numeric,4,4,,Y,,,PTC,,,
CD-EA01,7,TARGET_TYPE,CONTENT,Numeric,1,1,1|9,Y,,,PTC,,,
CD-EA01,7,TARGET_DESCRIPTION,CONTENT,Alphanumeric,1,255,,N,,,PTC,,,
CD-EA01,7,SPEED,CONTENT,Numeric,1,3,,Y,,,PTC,,,
CD-EA01,7,DIRECTION,CONTENT,Alphabetic,1,1,N|S|E|W,N,,,PTC,,,
CD-EA01,7,HE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
CD-EA01,7,HE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
CD-EA01,7,HE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
CD-EA01,7,RE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
CD-EA01,7,RE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
CD-EA01,7,RE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
GD-EA01,7,HEADER,GD-EA01,,,,,Y,,,PTC,,,
GD-EA01,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
GD-EA01,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
GD-EA01,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
GD-EA01,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
GD-EA01,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
GD-EA01,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
GD-EA01,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-EA01,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-EA01,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
GD-EA01,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EA01,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
GD-EA01,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
GD-EA01,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EA01,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
GD-EA01,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
GD-EA01,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
GD-EA01,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EA01,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EA01,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
GD-EA01,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EA01,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
GD-EA01,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EA01,7,CONTENT,GD-EA01,,,,,Y,,,PTC,,,
GD-EA01,7,SCAC,CONTENT,Alphabetic,1,4,,N,,,PTC,,,
GD-EA01,7,SYMBOL,CONTENT,Alphanumeric,1,10,,N,,,PTC,,,
GD-EA01,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
GD-EA01,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,N,,,PTC,,,
GD-EA01,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
GD-EA01,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
GD-EA01,7,APPLICATION_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
GD-EA01,7,APPLICATION_TIME,CONTENT,Numeric,4,4,,Y,,,PTC,,,
GD-EA01,7,TARGET_TYPE,CONTENT,Numeric,1,1,1|9,Y,,,PTC,,,
GD-EA01,7,TARGET_DESCRIPTION,CONTENT,Alphanumeric,1,255,,N,,,PTC,,,
GD-EA01,7,SPEED,CONTENT,Numeric,1,3,,Y,,,PTC,,,
GD-EA01,7,DIRECTION,CONTENT,Alphabetic,1,1,N|S|E|W,N,,,PTC,,,
GD-EA01,7,HE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
GD-EA01,7,HE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
GD-EA01,7,HE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
GD-EA01,7,RE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
GD-EA01,7,RE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
GD-EA01,7,RE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
CD-EBAR,7,HEADER,CD-EBAR,,,,,Y,,,PTC,,,
CD-EBAR,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-EBAR,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-EBAR,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-EBAR,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-EBAR,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-EBAR,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-EBAR,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EBAR,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EBAR,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-EBAR,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EBAR,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-EBAR,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-EBAR,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EBAR,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-EBAR,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-EBAR,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-EBAR,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EBAR,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EBAR,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-EBAR,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EBAR,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-EBAR,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EBAR,7,CONTENT,CD-EBAR,,,,,Y,,,PTC,,,
CD-EBAR,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-EBAR,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-EBAR,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-EBAR,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-EBAR,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-EBAR,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-EBAR,7,APPLICATION_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-EBAR,7,APPLICATION_TIME,CONTENT,Numeric,4,4,,Y,,,PTC,,,
CD-EBAR,7,APPLICATION_TYPE,CONTENT,Numeric,1,1,0|4,Y,,,PTC,,,
CD-EBAR,7,SPEED,CONTENT,Numeric,1,3,,Y,,,PTC,,,
CD-EBAR,7,DIRECTION,CONTENT,Alphabetic,1,1,N|S|E|W,N,,,PTC,,,
CD-EBAR,7,HE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
CD-EBAR,7,HE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
CD-EBAR,7,HE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
CD-EBAR,7,RE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
CD-EBAR,7,RE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
CD-EBAR,7,RE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
GD-EBAR,7,HEADER,GD-EBAR,,,,,Y,,,PTC,,,
GD-EBAR,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
GD-EBAR,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
GD-EBAR,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
GD-EBAR,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
GD-EBAR,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
GD-EBAR,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
GD-EBAR,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-EBAR,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-EBAR,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
GD-EBAR,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EBAR,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
GD-EBAR,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
GD-EBAR,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EBAR,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
GD-EBAR,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
GD-EBAR,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
GD-EBAR,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-EBAR,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EBAR,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
GD-EBAR,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EBAR,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
GD-EBAR,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-EBAR,7,CONTENT,GD-EBAR,,,,,Y,,,PTC,,,
GD-EBAR,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
GD-EBAR,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
GD-EBAR,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
GD-EBAR,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
GD-EBAR,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
GD-EBAR,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
GD-EBAR,7,APPLICATION_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
GD-EBAR,7,APPLICATION_TIME,CONTENT,Numeric,4,4,,Y,,,PTC,,,
GD-EBAR,7,APPLICATION_TYPE,CONTENT,Numeric,1,1,0|4,Y,,,PTC,,,
GD-EBAR,7,SPEED,CONTENT,Numeric,1,3,,Y,,,PTC,,,
GD-EBAR,7,DIRECTION,CONTENT,Alphabetic,1,1,N|S|E|W,N,,,PTC,,,
GD-EBAR,7,HE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
GD-EBAR,7,HE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
GD-EBAR,7,HE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
GD-EBAR,7,RE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
GD-EBAR,7,RE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
GD-EBAR,7,RE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
CD-RTDL,7,HEADER,CD-RTDL,,,,,Y,,,PTC,,,
CD-RTDL,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-RTDL,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-RTDL,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-RTDL,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-RTDL,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-RTDL,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-RTDL,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-RTDL,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-RTDL,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-RTDL,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-RTDL,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-RTDL,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-RTDL,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-RTDL,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-RTDL,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-RTDL,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-RTDL,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-RTDL,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-RTDL,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-RTDL,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-RTDL,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-RTDL,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-RTDL,7,CONTENT,CD-RTDL,,,,,Y,,,PTC,,,
CD-RTDL,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-RTDL,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-RTDL,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-RTDL,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-RTDL,7,REQUEST_TYPE,CONTENT,Alphabetic,4,6,LOCO|UPDATE,Y,,,PTC,,,
CD-RTDL,7,TRIGGER_TYPE,CONTENT,Alphanumeric,5,5,02020|02007|02010,Y,,,PTC,,,
GD-RTDL,7,HEADER,GD-RTDL,,,,,Y,,,PTC,,,
GD-RTDL,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
GD-RTDL,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
GD-RTDL,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
GD-RTDL,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
GD-RTDL,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
GD-RTDL,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
GD-RTDL,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-RTDL,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
GD-RTDL,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
GD-RTDL,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-RTDL,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
GD-RTDL,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
GD-RTDL,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-RTDL,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
GD-RTDL,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
GD-RTDL,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
GD-RTDL,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
GD-RTDL,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-RTDL,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
GD-RTDL,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-RTDL,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
GD-RTDL,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
GD-RTDL,7,CONTENT,GD-RTDL,,,,,Y,,,PTC,,,
